facility_id,facility_name,address_line_1,address_line_2,city,state_code,postal_code,country,latitude,longitude,sqft,year_built,occupancy_status,property_type,owner_name,manager_name,contact_phone,contact_email,lease_start_date,lease_end_date,monthly_rent,security_deposit,tax_id,gl_account,cost_center,region_code,district_code,market_area,building_class,floor_count,unit_count,parking_spaces,hvac_type,roof_type,sprinkler_system,fire_alarm,elevator_count,accessibility_compliant,energy_star_rating,last_inspection_date,next_inspection_date,insurance_carrier,policy_number,premium_amount,coverage_start,coverage_end,vendor_id,contract_number,service_type,billing_frequency,payment_terms,currency_code,exchange_rate,created_date,modified_date,created_by,modified_by,is_active,status_reason,notes,external_ref_id,legacy_system_id,import_batch_id,data_source_system,record_version,effective_date,expiration_date,approval_status,approved_by,approved_date,rejection_reason,workflow_state,priority_level,risk_score,compliance_flag,audit_trail_id,internal_row_id,etl_load_timestamp,source_system_code,raw_json_payload,checksum_hash,partition_key,shard_id
facility_id_296,facility_name_296,address_line_1_296,address_line_2_296,city_296,state_code_296,postal_code_296,country_296,latitude_296,longitude_296,sqft_296,year_built_296,occupancy_status_296,property_type_296,owner_name_296,manager_name_296,contact_phone_296,contact_email_296,lease_start_date_296,lease_end_date_296,monthly_rent_296,security_deposit_296,tax_id_296,gl_account_296,cost_center_296,region_code_296,district_code_296,market_area_296,building_class_296,floor_count_296,unit_count_296,parking_spaces_296,hvac_type_296,roof_type_296,sprinkler_system_296,fire_alarm_296,elevator_count_296,accessibility_compliant_296,energy_star_rating_296,last_inspection_date_296,next_inspection_date_296,insurance_carrier_296,policy_number_296,premium_amount_296,coverage_start_296,coverage_end_296,vendor_id_296,contract_number_296,service_type_296,billing_frequency_296,payment_terms_296,currency_code_296,exchange_rate_296,created_date_296,modified_date_296,created_by_296,modified_by_296,is_active_296,status_reason_296,notes_296,external_ref_id_296,legacy_system_id_296,import_batch_id_296,data_source_system_296,record_version_296,effective_date_296,expiration_date_296,approval_status_296,approved_by_296,approved_date_296,rejection_reason_296,workflow_state_296,priority_level_296,risk_score_296,compliance_flag_296,audit_trail_id_296,internal_row_id_296,etl_load_timestamp_296,source_system_code_296,raw_json_payload_296,checksum_hash_296,partition_key_296,shard_id_296
facility_id_297,facility_name_297,address_line_1_297,address_line_2_297,city_297,state_code_297,postal_code_297,country_297,latitude_297,longitude_297,sqft_297,year_built_297,occupancy_status_297,property_type_297,owner_name_297,manager_name_297,contact_phone_297,contact_email_297,lease_start_date_297,lease_end_date_297,monthly_rent_297,security_deposit_297,tax_id_297,gl_account_297,cost_center_297,region_code_297,district_code_297,market_area_297,building_class_297,floor_count_297,unit_count_297,parking_spaces_297,hvac_type_297,roof_type_297,sprinkler_system_297,fire_alarm_297,elevator_count_297,accessibility_compliant_297,energy_star_rating_297,last_inspection_date_297,next_inspection_date_297,insurance_carrier_297,policy_number_297,premium_amount_297,coverage_start_297,coverage_end_297,vendor_id_297,contract_number_297,service_type_297,billing_frequency_297,payment_terms_297,currency_code_297,exchange_rate_297,created_date_297,modified_date_297,created_by_297,modified_by_297,is_active_297,status_reason_297,notes_297,external_ref_id_297,legacy_system_id_297,import_batch_id_297,data_source_system_297,record_version_297,effective_date_297,expiration_date_297,approval_status_297,approved_by_297,approved_date_297,rejection_reason_297,workflow_state_297,priority_level_297,risk_score_297,compliance_flag_297,audit_trail_id_297,internal_row_id_297,etl_load_timestamp_297,source_system_code_297,raw_json_payload_297,checksum_hash_297,partition_key_297,shard_id_297
facility_id_298,facility_name_298,address_line_1_298,address_line_2_298,city_298,state_code_298,postal_code_298,country_298,latitude_298,longitude_298,sqft_298,year_built_298,occupancy_status_298,property_type_298,owner_name_298,manager_name_298,contact_phone_298,contact_email_298,lease_start_date_298,lease_end_date_298,monthly_rent_298,security_deposit_298,tax_id_298,gl_account_298,cost_center_298,region_code_298,district_code_298,market_area_298,building_class_298,floor_count_298,unit_count_298,parking_spaces_298,hvac_type_298,roof_type_298,sprinkler_system_298,fire_alarm_298,elevator_count_298,accessibility_compliant_298,energy_star_rating_298,last_inspection_date_298,next_inspection_date_298,insurance_carrier_298,policy_number_298,premium_amount_298,coverage_start_298,coverage_end_298,vendor_id_298,contract_number_298,service_type_298,billing_frequency_298,payment_terms_298,currency_code_298,exchange_rate_298,created_date_298,modified_date_298,created_by_298,modified_by_298,is_active_298,status_reason_298,notes_298,external_ref_id_298,legacy_system_id_298,import_batch_id_298,data_source_system_298,record_version_298,effective_date_298,expiration_date_298,approval_status_298,approved_by_298,approved_date_298,rejection_reason_298,workflow_state_298,priority_level_298,risk_score_298,compliance_flag_298,audit_trail_id_298,internal_row_id_298,etl_load_timestamp_298,source_system_code_298,raw_json_payload_298,checksum_hash_298,partition_key_298,shard_id_298
facility_id_299,facility_name_299,address_line_1_299,address_line_2_299,city_299,state_code_299,postal_code_299,country_299,latitude_299,longitude_299,sqft_299,year_built_299,occupancy_status_299,property_type_299,owner_name_299,manager_name_299,contact_phone_299,contact_email_299,lease_start_date_299,lease_end_date_299,monthly_rent_299,security_deposit_299,tax_id_299,gl_account_299,cost_center_299,region_code_299,district_code_299,market_area_299,building_class_299,floor_count_299,unit_count_299,parking_spaces_299,hvac_type_299,roof_type_299,sprinkler_system_299,fire_alarm_299,elevator_count_299,accessibility_compliant_299,energy_star_rating_299,last_inspection_date_299,next_inspection_date_299,insurance_carrier_299,policy_number_299,premium_amount_299,coverage_start_299,coverage_end_299,vendor_id_299,contract_number_299,service_type_299,billing_frequency_299,payment_terms_299,currency_code_299,exchange_rate_299,created_date_299,modified_date_299,created_by_299,modified_by_299,is_active_299,status_reason_299,notes_299,external_ref_id_299,legacy_system_id_299,import_batch_id_299,data_source_system_299,record_version_299,effective_date_299,expiration_date_299,approval_status_299,approved_by_299,approved_date_299,rejection_reason_299,workflow_state_299,priority_level_299,risk_score_299,compliance_flag_299,audit_trail_id_299,internal_row_id_299,etl_load_timestamp_299,source_system_code_299,raw_json_payload_299,checksum_hash_299,partition_key_299,shard_id_299
facility_id_300,facility_name_300,address_line_1_300,address_line_2_300,city_300,state_code_300,postal_code_300,country_300,latitude_300,longitude_300,sqft_300,year_built_300,occupancy_status_300,property_type_300,owner_name_300,manager_name_300,contact_phone_300,contact_email_300,lease_start_date_300,lease_end_date_300,monthly_rent_300,security_deposit_300,tax_id_300,gl_account_300,cost_center_300,region_code_300,district_code_300,market_area_300,building_class_300,floor_count_300,unit_count_300,parking_spaces_300,hvac_type_300,roof_type_300,sprinkler_system_300,fire_alarm_300,elevator_count_300,accessibility_compliant_300,energy_star_rating_300,last_inspection_date_300,next_inspection_date_300,insurance_carrier_300,policy_number_300,premium_amount_300,coverage_start_300,coverage_end_300,vendor_id_300,contract_number_300,service_type_300,billing_frequency_300,payment_terms_300,currency_code_300,exchange_rate_300,created_date_300,modified_date_300,created_by_300,modified_by_300,is_active_300,status_reason_300,notes_300,external_ref_id_300,legacy_system_id_300,import_batch_id_300,data_source_system_300,record_version_300,effective_date_300,expiration_date_300,approval_status_300,approved_by_300,approved_date_300,rejection_reason_300,workflow_state_300,priority_level_300,risk_score_300,compliance_flag_300,audit_trail_id_300,internal_row_id_300,etl_load_timestamp_300,source_system_code_300,raw_json_payload_300,checksum_hash_300,partition_key_300,shard_id_300
facility_id_301,facility_name_301,address_line_1_301,address_line_2_301,city_301,state_code_301,postal_code_301,country_301,latitude_301,longitude_301,sqft_301,year_built_301,occupancy_status_301,property_type_301,owner_name_301,manager_name_301,contact_phone_301,contact_email_301,lease_start_date_301,lease_end_date_301,monthly_rent_301,security_deposit_301,tax_id_301,gl_account_301,cost_center_301,region_code_301,district_code_301,market_area_301,building_class_301,floor_count_301,unit_count_301,parking_spaces_301,hvac_type_301,roof_type_301,sprinkler_system_301,fire_alarm_301,elevator_count_301,accessibility_compliant_301,energy_star_rating_301,last_inspection_date_301,next_inspection_date_301,insurance_carrier_301,policy_number_301,premium_amount_301,coverage_start_301,coverage_end_301,vendor_id_301,contract_number_301,service_type_301,billing_frequency_301,payment_terms_301,currency_code_301,exchange_rate_301,created_date_301,modified_date_301,created_by_301,modified_by_301,is_active_301,status_reason_301,notes_301,external_ref_id_301,legacy_system_id_301,import_batch_id_301,data_source_system_301,record_version_301,effective_date_301,expiration_date_301,approval_status_301,approved_by_301,approved_date_301,rejection_reason_301,workflow_state_301,priority_level_301,risk_score_301,compliance_flag_301,audit_trail_id_301,internal_row_id_301,etl_load_timestamp_301,source_system_code_301,raw_json_payload_301,checksum_hash_301,partition_key_301,shard_id_301
facility_id_302,facility_name_302,address_line_1_302,address_line_2_302,city_302,state_code_302,postal_code_302,country_302,latitude_302,longitude_302,sqft_302,year_built_302,occupancy_status_302,property_type_302,owner_name_302,manager_name_302,contact_phone_302,contact_email_302,lease_start_date_302,lease_end_date_302,monthly_rent_302,security_deposit_302,tax_id_302,gl_account_302,cost_center_302,region_code_302,district_code_302,market_area_302,building_class_302,floor_count_302,unit_count_302,parking_spaces_302,hvac_type_302,roof_type_302,sprinkler_system_302,fire_alarm_302,elevator_count_302,accessibility_compliant_302,energy_star_rating_302,last_inspection_date_302,next_inspection_date_302,insurance_carrier_302,policy_number_302,premium_amount_302,coverage_start_302,coverage_end_302,vendor_id_302,contract_number_302,service_type_302,billing_frequency_302,payment_terms_302,currency_code_302,exchange_rate_302,created_date_302,modified_date_302,created_by_302,modified_by_302,is_active_302,status_reason_302,notes_302,external_ref_id_302,legacy_system_id_302,import_batch_id_302,data_source_system_302,record_version_302,effective_date_302,expiration_date_302,approval_status_302,approved_by_302,approved_date_302,rejection_reason_302,workflow_state_302,priority_level_302,risk_score_302,compliance_flag_302,audit_trail_id_302,internal_row_id_302,etl_load_timestamp_302,source_system_code_302,raw_json_payload_302,checksum_hash_302,partition_key_302,shard_id_302
facility_id_303,facility_name_303,address_line_1_303,address_line_2_303,city_303,state_code_303,postal_code_303,country_303,latitude_303,longitude_303,sqft_303,year_built_303,occupancy_status_303,property_type_303,owner_name_303,manager_name_303,contact_phone_303,contact_email_303,lease_start_date_303,lease_end_date_303,monthly_rent_303,security_deposit_303,tax_id_303,gl_account_303,cost_center_303,region_code_303,district_code_303,market_area_303,building_class_303,floor_count_303,unit_count_303,parking_spaces_303,hvac_type_303,roof_type_303,sprinkler_system_303,fire_alarm_303,elevator_count_303,accessibility_compliant_303,energy_star_rating_303,last_inspection_date_303,next_inspection_date_303,insurance_carrier_303,policy_number_303,premium_amount_303,coverage_start_303,coverage_end_303,vendor_id_303,contract_number_303,service_type_303,billing_frequency_303,payment_terms_303,currency_code_303,exchange_rate_303,created_date_303,modified_date_303,created_by_303,modified_by_303,is_active_303,status_reason_303,notes_303,external_ref_id_303,legacy_system_id_303,import_batch_id_303,data_source_system_303,record_version_303,effective_date_303,expiration_date_303,approval_status_303,approved_by_303,approved_date_303,rejection_reason_303,workflow_state_303,priority_level_303,risk_score_303,compliance_flag_303,audit_trail_id_303,internal_row_id_303,etl_load_timestamp_303,source_system_code_303,raw_json_payload_303,checksum_hash_303,partition_key_303,shard_id_303
facility_id_304,facility_name_304,address_line_1_304,address_line_2_304,city_304,state_code_304,postal_code_304,country_304,latitude_304,longitude_304,sqft_304,year_built_304,occupancy_status_304,property_type_304,owner_name_304,manager_name_304,contact_phone_304,contact_email_304,lease_start_date_304,lease_end_date_304,monthly_rent_304,security_deposit_304,tax_id_304,gl_account_304,cost_center_304,region_code_304,district_code_304,market_area_304,building_class_304,floor_count_304,unit_count_304,parking_spaces_304,hvac_type_304,roof_type_304,sprinkler_system_304,fire_alarm_304,elevator_count_304,accessibility_compliant_304,energy_star_rating_304,last_inspection_date_304,next_inspection_date_304,insurance_carrier_304,policy_number_304,premium_amount_304,coverage_start_304,coverage_end_304,vendor_id_304,contract_number_304,service_type_304,billing_frequency_304,payment_terms_304,currency_code_304,exchange_rate_304,created_date_304,modified_date_304,created_by_304,modified_by_304,is_active_304,status_reason_304,notes_304,external_ref_id_304,legacy_system_id_304,import_batch_id_304,data_source_system_304,record_version_304,effective_date_304,expiration_date_304,approval_status_304,approved_by_304,approved_date_304,rejection_reason_304,workflow_state_304,priority_level_304,risk_score_304,compliance_flag_304,audit_trail_id_304,internal_row_id_304,etl_load_timestamp_304,source_system_code_304,raw_json_payload_304,checksum_hash_304,partition_key_304,shard_id_304
facility_id_305,facility_name_305,address_line_1_305,address_line_2_305,city_305,state_code_305,postal_code_305,country_305,latitude_305,longitude_305,sqft_305,year_built_305,occupancy_status_305,property_type_305,owner_name_305,manager_name_305,contact_phone_305,contact_email_305,lease_start_date_305,lease_end_date_305,monthly_rent_305,security_deposit_305,tax_id_305,gl_account_305,cost_center_305,region_code_305,district_code_305,market_area_305,building_class_305,floor_count_305,unit_count_305,parking_spaces_305,hvac_type_305,roof_type_305,sprinkler_system_305,fire_alarm_305,elevator_count_305,accessibility_compliant_305,energy_star_rating_305,last_inspection_date_305,next_inspection_date_305,insurance_carrier_305,policy_number_305,premium_amount_305,coverage_start_305,coverage_end_305,vendor_id_305,contract_number_305,service_type_305,billing_frequency_305,payment_terms_305,currency_code_305,exchange_rate_305,created_date_305,modified_date_305,created_by_305,modified_by_305,is_active_305,status_reason_305,notes_305,external_ref_id_305,legacy_system_id_305,import_batch_id_305,data_source_system_305,record_version_305,effective_date_305,expiration_date_305,approval_status_305,approved_by_305,approved_date_305,rejection_reason_305,workflow_state_305,priority_level_305,risk_score_305,compliance_flag_305,audit_trail_id_305,internal_row_id_305,etl_load_timestamp_305,source_system_code_305,raw_json_payload_305,checksum_hash_305,partition_key_305,shard_id_305
facility_id_306,facility_name_306,address_line_1_306,address_line_2_306,city_306,state_code_306,postal_code_306,country_306,latitude_306,longitude_306,sqft_306,year_built_306,occupancy_status_306,property_type_306,owner_name_306,manager_name_306,contact_phone_306,contact_email_306,lease_start_date_306,lease_end_date_306,monthly_rent_306,security_deposit_306,tax_id_306,gl_account_306,cost_center_306,region_code_306,district_code_306,market_area_306,building_class_306,floor_count_306,unit_count_306,parking_spaces_306,hvac_type_306,roof_type_306,sprinkler_system_306,fire_alarm_306,elevator_count_306,accessibility_compliant_306,energy_star_rating_306,last_inspection_date_306,next_inspection_date_306,insurance_carrier_306,policy_number_306,premium_amount_306,coverage_start_306,coverage_end_306,vendor_id_306,contract_number_306,service_type_306,billing_frequency_306,payment_terms_306,currency_code_306,exchange_rate_306,created_date_306,modified_date_306,created_by_306,modified_by_306,is_active_306,status_reason_306,notes_306,external_ref_id_306,legacy_system_id_306,import_batch_id_306,data_source_system_306,record_version_306,effective_date_306,expiration_date_306,approval_status_306,approved_by_306,approved_date_306,rejection_reason_306,workflow_state_306,priority_level_306,risk_score_306,compliance_flag_306,audit_trail_id_306,internal_row_id_306,etl_load_timestamp_306,source_system_code_306,raw_json_payload_306,checksum_hash_306,partition_key_306,shard_id_306
facility_id_307,facility_name_307,address_line_1_307,address_line_2_307,city_307,state_code_307,postal_code_307,country_307,latitude_307,longitude_307,sqft_307,year_built_307,occupancy_status_307,property_type_307,owner_name_307,manager_name_307,contact_phone_307,contact_email_307,lease_start_date_307,lease_end_date_307,monthly_rent_307,security_deposit_307,tax_id_307,gl_account_307,cost_center_307,region_code_307,district_code_307,market_area_307,building_class_307,floor_count_307,unit_count_307,parking_spaces_307,hvac_type_307,roof_type_307,sprinkler_system_307,fire_alarm_307,elevator_count_307,accessibility_compliant_307,energy_star_rating_307,last_inspection_date_307,next_inspection_date_307,insurance_carrier_307,policy_number_307,premium_amount_307,coverage_start_307,coverage_end_307,vendor_id_307,contract_number_307,service_type_307,billing_frequency_307,payment_terms_307,currency_code_307,exchange_rate_307,created_date_307,modified_date_307,created_by_307,modified_by_307,is_active_307,status_reason_307,notes_307,external_ref_id_307,legacy_system_id_307,import_batch_id_307,data_source_system_307,record_version_307,effective_date_307,expiration_date_307,approval_status_307,approved_by_307,approved_date_307,rejection_reason_307,workflow_state_307,priority_level_307,risk_score_307,compliance_flag_307,audit_trail_id_307,internal_row_id_307,etl_load_timestamp_307,source_system_code_307,raw_json_payload_307,checksum_hash_307,partition_key_307,shard_id_307
facility_id_308,facility_name_308,address_line_1_308,address_line_2_308,city_308,state_code_308,postal_code_308,country_308,latitude_308,longitude_308,sqft_308,year_built_308,occupancy_status_308,property_type_308,owner_name_308,manager_name_308,contact_phone_308,contact_email_308,lease_start_date_308,lease_end_date_308,monthly_rent_308,security_deposit_308,tax_id_308,gl_account_308,cost_center_308,region_code_308,district_code_308,market_area_308,building_class_308,floor_count_308,unit_count_308,parking_spaces_308,hvac_type_308,roof_type_308,sprinkler_system_308,fire_alarm_308,elevator_count_308,accessibility_compliant_308,energy_star_rating_308,last_inspection_date_308,next_inspection_date_308,insurance_carrier_308,policy_number_308,premium_amount_308,coverage_start_308,coverage_end_308,vendor_id_308,contract_number_308,service_type_308,billing_frequency_308,payment_terms_308,currency_code_308,exchange_rate_308,created_date_308,modified_date_308,created_by_308,modified_by_308,is_active_308,status_reason_308,notes_308,external_ref_id_308,legacy_system_id_308,import_batch_id_308,data_source_system_308,record_version_308,effective_date_308,expiration_date_308,approval_status_308,approved_by_308,approved_date_308,rejection_reason_308,workflow_state_308,priority_level_308,risk_score_308,compliance_flag_308,audit_trail_id_308,internal_row_id_308,etl_load_timestamp_308,source_system_code_308,raw_json_payload_308,checksum_hash_308,partition_key_308,shard_id_308
facility_id_309,facility_name_309,address_line_1_309,address_line_2_309,city_309,state_code_309,postal_code_309,country_309,latitude_309,longitude_309,sqft_309,year_built_309,occupancy_status_309,property_type_309,owner_name_309,manager_name_309,contact_phone_309,contact_email_309,lease_start_date_309,lease_end_date_309,monthly_rent_309,security_deposit_309,tax_id_309,gl_account_309,cost_center_309,region_code_309,district_code_309,market_area_309,building_class_309,floor_count_309,unit_count_309,parking_spaces_309,hvac_type_309,roof_type_309,sprinkler_system_309,fire_alarm_309,elevator_count_309,accessibility_compliant_309,energy_star_rating_309,last_inspection_date_309,next_inspection_date_309,insurance_carrier_309,policy_number_309,premium_amount_309,coverage_start_309,coverage_end_309,vendor_id_309,contract_number_309,service_type_309,billing_frequency_309,payment_terms_309,currency_code_309,exchange_rate_309,created_date_309,modified_date_309,created_by_309,modified_by_309,is_active_309,status_reason_309,notes_309,external_ref_id_309,legacy_system_id_309,import_batch_id_309,data_source_system_309,record_version_309,effective_date_309,expiration_date_309,approval_status_309,approved_by_309,approved_date_309,rejection_reason_309,workflow_state_309,priority_level_309,risk_score_309,compliance_flag_309,audit_trail_id_309,internal_row_id_309,etl_load_timestamp_309,source_system_code_309,raw_json_payload_309,checksum_hash_309,partition_key_309,shard_id_309
facility_id_310,facility_name_310,address_line_1_310,address_line_2_310,city_310,state_code_310,postal_code_310,country_310,latitude_310,longitude_310,sqft_310,year_built_310,occupancy_status_310,property_type_310,owner_name_310,manager_name_310,contact_phone_310,contact_email_310,lease_start_date_310,lease_end_date_310,monthly_rent_310,security_deposit_310,tax_id_310,gl_account_310,cost_center_310,region_code_310,district_code_310,market_area_310,building_class_310,floor_count_310,unit_count_310,parking_spaces_310,hvac_type_310,roof_type_310,sprinkler_system_310,fire_alarm_310,elevator_count_310,accessibility_compliant_310,energy_star_rating_310,last_inspection_date_310,next_inspection_date_310,insurance_carrier_310,policy_number_310,premium_amount_310,coverage_start_310,coverage_end_310,vendor_id_310,contract_number_310,service_type_310,billing_frequency_310,payment_terms_310,currency_code_310,exchange_rate_310,created_date_310,modified_date_310,created_by_310,modified_by_310,is_active_310,status_reason_310,notes_310,external_ref_id_310,legacy_system_id_310,import_batch_id_310,data_source_system_310,record_version_310,effective_date_310,expiration_date_310,approval_status_310,approved_by_310,approved_date_310,rejection_reason_310,workflow_state_310,priority_level_310,risk_score_310,compliance_flag_310,audit_trail_id_310,internal_row_id_310,etl_load_timestamp_310,source_system_code_310,raw_json_payload_310,checksum_hash_310,partition_key_310,shard_id_310
facility_id_311,facility_name_311,address_line_1_311,address_line_2_311,city_311,state_code_311,postal_code_311,country_311,latitude_311,longitude_311,sqft_311,year_built_311,occupancy_status_311,property_type_311,owner_name_311,manager_name_311,contact_phone_311,contact_email_311,lease_start_date_311,lease_end_date_311,monthly_rent_311,security_deposit_311,tax_id_311,gl_account_311,cost_center_311,region_code_311,district_code_311,market_area_311,building_class_311,floor_count_311,unit_count_311,parking_spaces_311,hvac_type_311,roof_type_311,sprinkler_system_311,fire_alarm_311,elevator_count_311,accessibility_compliant_311,energy_star_rating_311,last_inspection_date_311,next_inspection_date_311,insurance_carrier_311,policy_number_311,premium_amount_311,coverage_start_311,coverage_end_311,vendor_id_311,contract_number_311,service_type_311,billing_frequency_311,payment_terms_311,currency_code_311,exchange_rate_311,created_date_311,modified_date_311,created_by_311,modified_by_311,is_active_311,status_reason_311,notes_311,external_ref_id_311,legacy_system_id_311,import_batch_id_311,data_source_system_311,record_version_311,effective_date_311,expiration_date_311,approval_status_311,approved_by_311,approved_date_311,rejection_reason_311,workflow_state_311,priority_level_311,risk_score_311,compliance_flag_311,audit_trail_id_311,internal_row_id_311,etl_load_timestamp_311,source_system_code_311,raw_json_payload_311,checksum_hash_311,partition_key_311,shard_id_311
facility_id_312,facility_name_312,address_line_1_312,address_line_2_312,city_312,state_code_312,postal_code_312,country_312,latitude_312,longitude_312,sqft_312,year_built_312,occupancy_status_312,property_type_312,owner_name_312,manager_name_312,contact_phone_312,contact_email_312,lease_start_date_312,lease_end_date_312,monthly_rent_312,security_deposit_312,tax_id_312,gl_account_312,cost_center_312,region_code_312,district_code_312,market_area_312,building_class_312,floor_count_312,unit_count_312,parking_spaces_312,hvac_type_312,roof_type_312,sprinkler_system_312,fire_alarm_312,elevator_count_312,accessibility_compliant_312,energy_star_rating_312,last_inspection_date_312,next_inspection_date_312,insurance_carrier_312,policy_number_312,premium_amount_312,coverage_start_312,coverage_end_312,vendor_id_312,contract_number_312,service_type_312,billing_frequency_312,payment_terms_312,currency_code_312,exchange_rate_312,created_date_312,modified_date_312,created_by_312,modified_by_312,is_active_312,status_reason_312,notes_312,external_ref_id_312,legacy_system_id_312,import_batch_id_312,data_source_system_312,record_version_312,effective_date_312,expiration_date_312,approval_status_312,approved_by_312,approved_date_312,rejection_reason_312,workflow_state_312,priority_level_312,risk_score_312,compliance_flag_312,audit_trail_id_312,internal_row_id_312,etl_load_timestamp_312,source_system_code_312,raw_json_payload_312,checksum_hash_312,partition_key_312,shard_id_312
facility_id_313,facility_name_313,address_line_1_313,address_line_2_313,city_313,state_code_313,postal_code_313,country_313,latitude_313,longitude_313,sqft_313,year_built_313,occupancy_status_313,property_type_313,owner_name_313,manager_name_313,contact_phone_313,contact_email_313,lease_start_date_313,lease_end_date_313,monthly_rent_313,security_deposit_313,tax_id_313,gl_account_313,cost_center_313,region_code_313,district_code_313,market_area_313,building_class_313,floor_count_313,unit_count_313,parking_spaces_313,hvac_type_313,roof_type_313,sprinkler_system_313,fire_alarm_313,elevator_count_313,accessibility_compliant_313,energy_star_rating_313,last_inspection_date_313,next_inspection_date_313,insurance_carrier_313,policy_number_313,premium_amount_313,coverage_start_313,coverage_end_313,vendor_id_313,contract_number_313,service_type_313,billing_frequency_313,payment_terms_313,currency_code_313,exchange_rate_313,created_date_313,modified_date_313,created_by_313,modified_by_313,is_active_313,status_reason_313,notes_313,external_ref_id_313,legacy_system_id_313,import_batch_id_313,data_source_system_313,record_version_313,effective_date_313,expiration_date_313,approval_status_313,approved_by_313,approved_date_313,rejection_reason_313,workflow_state_313,priority_level_313,risk_score_313,compliance_flag_313,audit_trail_id_313,internal_row_id_313,etl_load_timestamp_313,source_system_code_313,raw_json_payload_313,checksum_hash_313,partition_key_313,shard_id_313
facility_id_314,facility_name_314,address_line_1_314,address_line_2_314,city_314,state_code_314,postal_code_314,country_314,latitude_314,longitude_314,sqft_314,year_built_314,occupancy_status_314,property_type_314,owner_name_314,manager_name_314,contact_phone_314,contact_email_314,lease_start_date_314,lease_end_date_314,monthly_rent_314,security_deposit_314,tax_id_314,gl_account_314,cost_center_314,region_code_314,district_code_314,market_area_314,building_class_314,floor_count_314,unit_count_314,parking_spaces_314,hvac_type_314,roof_type_314,sprinkler_system_314,fire_alarm_314,elevator_count_314,accessibility_compliant_314,energy_star_rating_314,last_inspection_date_314,next_inspection_date_314,insurance_carrier_314,policy_number_314,premium_amount_314,coverage_start_314,coverage_end_314,vendor_id_314,contract_number_314,service_type_314,billing_frequency_314,payment_terms_314,currency_code_314,exchange_rate_314,created_date_314,modified_date_314,created_by_314,modified_by_314,is_active_314,status_reason_314,notes_314,external_ref_id_314,legacy_system_id_314,import_batch_id_314,data_source_system_314,record_version_314,effective_date_314,expiration_date_314,approval_status_314,approved_by_314,approved_date_314,rejection_reason_314,workflow_state_314,priority_level_314,risk_score_314,compliance_flag_314,audit_trail_id_314,internal_row_id_314,etl_load_timestamp_314,source_system_code_314,raw_json_payload_314,checksum_hash_314,partition_key_314,shard_id_314
facility_id_315,facility_name_315,address_line_1_315,address_line_2_315,city_315,state_code_315,postal_code_315,country_315,latitude_315,longitude_315,sqft_315,year_built_315,occupancy_status_315,property_type_315,owner_name_315,manager_name_315,contact_phone_315,contact_email_315,lease_start_date_315,lease_end_date_315,monthly_rent_315,security_deposit_315,tax_id_315,gl_account_315,cost_center_315,region_code_315,district_code_315,market_area_315,building_class_315,floor_count_315,unit_count_315,parking_spaces_315,hvac_type_315,roof_type_315,sprinkler_system_315,fire_alarm_315,elevator_count_315,accessibility_compliant_315,energy_star_rating_315,last_inspection_date_315,next_inspection_date_315,insurance_carrier_315,policy_number_315,premium_amount_315,coverage_start_315,coverage_end_315,vendor_id_315,contract_number_315,service_type_315,billing_frequency_315,payment_terms_315,currency_code_315,exchange_rate_315,created_date_315,modified_date_315,created_by_315,modified_by_315,is_active_315,status_reason_315,notes_315,external_ref_id_315,legacy_system_id_315,import_batch_id_315,data_source_system_315,record_version_315,effective_date_315,expiration_date_315,approval_status_315,approved_by_315,approved_date_315,rejection_reason_315,workflow_state_315,priority_level_315,risk_score_315,compliance_flag_315,audit_trail_id_315,internal_row_id_315,etl_load_timestamp_315,source_system_code_315,raw_json_payload_315,checksum_hash_315,partition_key_315,shard_id_315
facility_id_316,facility_name_316,address_line_1_316,address_line_2_316,city_316,state_code_316,postal_code_316,country_316,latitude_316,longitude_316,sqft_316,year_built_316,occupancy_status_316,property_type_316,owner_name_316,manager_name_316,contact_phone_316,contact_email_316,lease_start_date_316,lease_end_date_316,monthly_rent_316,security_deposit_316,tax_id_316,gl_account_316,cost_center_316,region_code_316,district_code_316,market_area_316,building_class_316,floor_count_316,unit_count_316,parking_spaces_316,hvac_type_316,roof_type_316,sprinkler_system_316,fire_alarm_316,elevator_count_316,accessibility_compliant_316,energy_star_rating_316,last_inspection_date_316,next_inspection_date_316,insurance_carrier_316,policy_number_316,premium_amount_316,coverage_start_316,coverage_end_316,vendor_id_316,contract_number_316,service_type_316,billing_frequency_316,payment_terms_316,currency_code_316,exchange_rate_316,created_date_316,modified_date_316,created_by_316,modified_by_316,is_active_316,status_reason_316,notes_316,external_ref_id_316,legacy_system_id_316,import_batch_id_316,data_source_system_316,record_version_316,effective_date_316,expiration_date_316,approval_status_316,approved_by_316,approved_date_316,rejection_reason_316,workflow_state_316,priority_level_316,risk_score_316,compliance_flag_316,audit_trail_id_316,internal_row_id_316,etl_load_timestamp_316,source_system_code_316,raw_json_payload_316,checksum_hash_316,partition_key_316,shard_id_316
